order_item_id,order_id,product_id,quantity,unit_price,line_total
129,4146,247,3,40870.53,122611.59
130,3335,221,1,22217.38,22217.38
131,5599,289,2,22706.28,45412.56
132,1999,112,3,1277.1,3831.3
133,5580,143,1,39359.32,39359.32
134,7398,95,3,50917.35,152752.05
135,316,168,2,50437.77,100875.54
136,4176,220,5,10954.5,54772.5
137,4200,213,4,52260.7,209042.8
138,6567,132,2,10298.46,20596.92
139,8161,212,3,19946.95,59840.85
140,3967,81,5,11917.65,59588.25
141,1493,66,3,46618.94,139856.82
142,402,235,4,5741.54,22966.16
143,8972,220,1,10954.5,10954.5
144,8476,33,2,27989.81,55979.62
145,4886,138,2,31967.69,63935.38
146,7921,156,1,332.99,332.99
147,6251,270,4,27078.98,108315.92
148,8570,135,5,33626.91,168134.55
149,4799,268,2,2221.88,4443.76
150,8446,116,3,34133.09,102399.27
151,5452,32,1,25015.0,25015.0
152,7053,245,2,22621.87,45243.74
153,5791,176,5,8055.34,40276.7
154,5392,26,5,29810.33,149051.65
155,5652,96,5,42524.25,212621.25
156,6670,216,4,40558.12,162232.48
157,6843,204,4,44300.99,177203.96
158,2242,6,4,53260.3,213041.2
159,1307,186,3,52248.71,156746.13
160,4005,33,2,27989.81,55979.62
161,2,160,3,3706.59,11119.77
162,4092,219,2,61911.87,123823.74
163,1885,95,4,50917.35,203669.4
164,6187,135,2,33626.91,67253.82
165,842,121,5,27330.49,136652.45
166,700,85,2,32079.16,64158.32
167,1525,70,2,25053.72,50107.44
168,7814,137,4,19274.9,77099.6
169,1956,150,2,50769.08,101538.16
170,7285,112,1,1277.1,1277.1
171,4123,261,2,1687.23,3374.46
172,2235,117,4,56981.53,227926.12
173,346,271,2,19429.66,38859.32
174,8648,171,1,56309.51,56309.51
175,6936,186,4,52248.71,208994.84
176,1204,188,4,21946.97,87787.88
177,6799,155,2,44198.92,88397.84
178,2850,169,2,3794.41,7588.82
179,6920,94,2,12613.03,25226.06
180,6766,156,1,332.99,332.99
181,26,242,2,56080.34,112160.68
182,8083,264,1,50430.88,50430.88
183,1717,95,4,50917.35,203669.4
184,5211,201,2,46768.05,93536.1
185,2644,291,5,39982.62,199913.1
186,8448,174,1,31885.49,31885.49
187,2122,190,5,41292.92,206464.6
188,44,28,5,3118.64,15593.2
189,4808,70,4,25053.72,100214.88
190,4039,212,3,19946.95,59840.85
191,3378,211,2,17304.89,34609.78
192,6923,98,3,7955.4,23866.2
193,7600,172,3,46642.32,139926.96
194,72,131,2,17807.72,35615.44
195,3669,190,5,41292.92,206464.6
196,2908,233,4,23869.09,95476.36
197,3106,179,4,37353.14,149412.56
198,8919,65,5,21666.18,108330.9
199,3362,169,3,3794.41,11383.23
200,6995,158,5,16331.96,81659.8
201,1972,298,3,44362.23,133086.69
202,8474,63,4,42294.73,169178.92
203,3581,242,2,56080.34,112160.68
204,6823,233,1,23869.09,23869.09
205,2186,26,5,29810.33,149051.65
206,3725,124,5,34782.83,173914.15
207,1744,54,4,35431.72,141726.88
208,4811,35,3,14955.6,44866.8
209,7993,275,2,21575.3,43150.6
210,3630,128,3,44278.3,132834.9
211,2304,52,3,50436.72,151310.16
212,4656,91,2,5445.29,10890.58
213,1631,265,2,32937.05,65874.1
214,8115,187,5,38366.03,191830.15
215,792,106,2,32441.89,64883.78
216,25,130,3,22301.23,66903.69
217,1002,189,1,17077.98,17077.98
218,954,237,5,41107.7,205538.5
219,7394,128,4,44278.3,177113.2
220,3723,19,2,10903.32,21806.64
221,6556,75,1,41073.22,41073.22
222,6101,69,1,42541.0,42541.0
223,6755,190,1,41292.92,41292.92
224,8703,232,1,395.26,395.26
225,4619,196,5,45536.49,227682.45
226,3089,242,2,56080.34,112160.68
227,5544,49,3,25641.62,76924.86
228,4382,222,3,24752.26,74256.78
229,1666,44,3,61503.72,184511.16
230,2800,96,5,42524.25,212621.25
231,1830,241,1,20277.26,20277.26
232,3903,180,2,18251.89,36503.78
233,6533,280,2,45554.27,91108.54
234,5767,202,4,3239.21,12956.84
235,672,252,1,49362.17,49362.17
236,4378,49,2,25641.62,51283.24
237,6220,261,3,1687.23,5061.69
238,8436,184,2,29620.2,59240.4
239,8680,283,4,44359.4,177437.6
240,435,135,4,33626.91,134507.64
241,8479,129,3,20552.57,61657.71
242,4189,171,1,56309.51,56309.51
243,79,235,3,5741.54,17224.62
244,2026,54,5,35431.72,177158.6
245,2965,36,2,21209.68,42419.36
246,7971,95,3,50917.35,152752.05
247,894,133,1,9015.34,9015.34
248,2676,121,3,27330.49,81991.47
249,6932,57,5,4468.26,22341.3
250,4429,202,4,3239.21,12956.84
251,8193,188,3,21946.97,65840.91
252,7116,289,3,22706.28,68118.84
253,3028,29,5,47549.52,237747.6
254,6690,19,3,10903.32,32709.96
255,3350,202,2,3239.21,6478.42
256,7940,244,1,46796.76,46796.76
257,6794,120,2,42741.05,85482.1
258,4685,87,3,8648.63,25945.89
259,5155,171,4,56309.51,225238.04
260,519,89,5,15984.91,79924.55
261,990,188,2,21946.97,43893.94
262,6562,4,4,10147.08,40588.32
263,5445,251,1,29682.43,29682.43
264,561,127,1,57796.05,57796.05
265,1473,190,1,41292.92,41292.92
266,2581,143,1,39359.32,39359.32
267,754,136,3,35114.72,105344.16
268,5314,261,1,1687.23,1687.23
269,4575,186,4,52248.71,208994.84
270,838,122,1,31733.36,31733.36
271,8916,84,5,39008.83,195044.15
272,6636,164,3,15659.8,46979.4
273,1690,57,3,4468.26,13404.78
274,6466,93,1,1227.02,1227.02
275,3410,60,5,28336.73,141683.65
276,330,96,5,42524.25,212621.25
277,1718,263,4,755.45,3021.8
278,2170,72,4,38766.17,155064.68
279,7527,221,3,22217.38,66652.14
280,4078,57,2,4468.26,8936.52
281,3216,42,3,15440.94,46322.82
282,6256,176,1,8055.34,8055.34
283,205,29,1,47549.52,47549.52
284,4923,149,2,44497.19,88994.38
285,2263,218,5,25576.08,127880.4
286,8522,285,5,2044.46,10222.3
287,2814,118,2,4468.27,8936.54
288,5073,32,3,25015.0,75045.0
289,233,282,3,34387.39,103162.17
290,141,284,4,29230.28,116921.12
291,6482,141,2,11295.4,22590.8
292,5960,113,2,12503.8,25007.6
293,7693,222,5,24752.26,123761.3
294,4320,121,1,27330.49,27330.49
295,7710,292,2,42630.27,85260.54
296,5985,69,5,42541.0,212705.0
298,5095,106,4,32441.89,129767.56
299,2504,245,4,22621.87,90487.48
300,2458,107,2,7269.77,14539.54
301,917,141,5,11295.4,56477.0
302,8812,190,3,41292.92,123878.76
303,1751,61,3,40184.75,120554.25
304,7071,266,4,20581.96,82327.84
305,694,188,3,21946.97,65840.91
306,7655,146,4,44061.28,176245.12
307,4659,292,3,42630.27,127890.81
308,3646,83,5,2654.59,13272.95
309,8089,58,3,34093.87,102281.61
310,3972,246,3,45837.56,137512.68
311,7185,38,2,6437.09,12874.18
312,7940,253,2,38152.42,76304.84
313,3419,164,5,15659.8,78299.0
314,6634,90,5,8058.36,40291.8
315,2907,174,3,31885.49,95656.47
316,8257,50,5,672.56,3362.8
317,1843,183,5,5615.28,28076.4
318,5383,112,3,1277.1,3831.3
319,6493,118,4,4468.27,17873.08
320,1569,239,5,10785.0,53925.0
321,2893,293,5,9827.68,49138.4
322,1108,150,5,50769.08,253845.4
323,4709,6,2,53260.3,106520.6
324,2874,106,4,32441.89,129767.56
325,8766,219,3,61911.87,185735.61
326,6454,116,5,34133.09,170665.45
327,8636,295,1,53762.08,53762.08
328,3595,171,5,56309.51,281547.55
329,8857,191,5,39203.86,196019.3
330,6249,101,1,34126.82,34126.82
331,3058,66,2,46618.94,93237.88
332,2001,80,1,34745.44,34745.44
333,4576,237,4,41107.7,164430.8
334,7973,72,4,38766.17,155064.68
335,1373,87,2,8648.63,17297.26
336,8061,178,2,21463.95,42927.9
337,3530,46,5,43463.52,217317.6
339,311,171,1,56309.51,56309.51
340,2555,159,1,42493.61,42493.61
341,2544,26,2,29810.33,59620.66
342,1290,261,3,1687.23,5061.69
343,5182,76,1,40122.11,40122.11
344,1515,231,5,22273.67,111368.35
345,1561,34,4,39477.09,157908.36
346,995,27,2,17208.91,34417.82
347,4915,266,2,20581.96,41163.92
348,5585,31,2,36260.83,72521.66
349,3888,249,5,17639.04,88195.2
350,3247,216,3,40558.12,121674.36
351,266,55,2,29530.16,59060.32
352,2016,298,4,44362.23,177448.92
353,3045,114,2,48969.61,97939.22
354,6646,298,1,44362.23,44362.23
355,2619,253,3,38152.42,114457.26
356,5707,27,2,17208.91,34417.82
357,2361,48,4,22969.7,91878.8
358,745,233,4,23869.09,95476.36
359,8499,10,5,35044.37,175221.85
360,6546,229,4,16381.21,65524.84
361,5775,56,1,33213.65,33213.65
362,2254,207,5,16173.49,80867.45
363,7924,33,1,27989.81,27989.81
364,3467,196,1,45536.49,45536.49
365,7625,199,3,7484.1,22452.3
366,5402,172,1,46642.32,46642.32
367,3039,93,2,1227.02,2454.04
368,2755,39,3,38562.37,115687.11
369,1139,290,1,16820.98,16820.98
370,377,127,3,57796.05,173388.15
371,4205,162,2,10996.88,21993.76
372,2531,187,5,38366.03,191830.15
373,5613,246,2,45837.56,91675.12
374,3553,191,5,39203.86,196019.3
375,4365,241,2,20277.26,40554.52
376,2409,38,1,6437.09,6437.09
377,3599,148,3,22817.06,68451.18
378,6122,26,3,29810.33,89430.99
379,5807,22,2,202.65,405.3
380,3455,267,5,44042.64,220213.2
381,4450,186,2,52248.71,104497.42
382,3264,136,3,35114.72,105344.16
383,3900,207,5,16173.49,80867.45
384,1744,39,1,38562.37,38562.37
385,2102,184,4,29620.2,118480.8
386,2814,170,3,51011.38,153034.14
387,6274,263,3,755.45,2266.35
388,3860,8,2,28214.67,56429.34
389,2850,67,3,46319.27,138957.81
390,8882,145,4,14158.9,56635.6
391,8705,265,4,32937.05,131748.2
392,5969,15,2,4652.69,9305.38
393,5977,121,5,27330.49,136652.45
394,7884,56,3,33213.65,99640.95
395,7152,116,3,34133.09,102399.27
396,8275,144,2,36981.76,73963.52
397,5200,258,5,37919.4,189597.0
398,8399,67,3,46319.27,138957.81
399,7391,273,5,41092.27,205461.35
400,7777,199,5,7484.1,37420.5
401,6439,130,1,22301.23,22301.23
402,1579,300,3,42933.71,128801.13
403,6496,87,5,8648.63,43243.15
404,6409,223,3,33348.07,100044.21
405,4516,169,3,3794.41,11383.23
406,1909,184,2,29620.2,59240.4
407,2023,278,2,20136.62,40273.24
408,1845,111,1,34503.51,34503.51
409,8897,81,1,11917.65,11917.65
410,2471,223,3,33348.07,100044.21
411,5554,17,3,37431.18,112293.54
412,8091,250,3,46158.53,138475.59
413,5880,143,3,39359.32,118077.96
414,7678,222,4,24752.26,99009.04
415,7453,220,1,10954.5,10954.5
416,281,221,2,22217.38,44434.76
417,6617,188,5,21946.97,109734.85
418,2,237,2,41107.7,82215.4
419,7811,200,1,41731.23,41731.23
420,3731,64,4,12375.29,49501.16
421,6031,77,2,9498.37,18996.74
422,2563,251,3,29682.43,89047.29
423,1840,133,4,9015.34,36061.36
424,1192,40,3,30556.86,91670.58
425,6889,98,2,7955.4,15910.8
426,7794,140,5,12078.16,60390.8
427,7632,228,1,38763.43,38763.43
428,3638,171,5,56309.51,281547.55
429,1981,73,2,20804.57,41609.14
430,7563,249,5,17639.04,88195.2
431,4171,21,5,39695.36,198476.8
432,7057,97,1,22842.95,22842.95
433,549,284,1,29230.28,29230.28
434,3443,227,5,8722.38,43611.9
435,6202,236,4,4018.37,16073.48
436,8756,95,2,50917.35,101834.7
437,5853,251,3,29682.43,89047.29
438,1804,74,5,27457.59,137287.95
439,2108,290,5,16820.98,84104.9
440,6476,101,2,34126.82,68253.64
441,6885,202,4,3239.21,12956.84
442,57,94,3,12613.03,37839.09
443,8937,168,4,50437.77,201751.08
444,3943,3,4,41103.34,164413.36
445,5228,6,2,53260.3,106520.6
446,5934,183,5,5615.28,28076.4
447,7118,290,2,16820.98,33641.96
448,7115,293,3,9827.68,29483.04
449,145,84,4,39008.83,156035.32
450,2024,215,4,39321.82,157287.28
451,723,235,3,5741.54,17224.62
452,2617,185,1,5724.2,5724.2
453,1756,296,3,8967.41,26902.23
454,8956,54,2,35431.72,70863.44
455,4200,171,5,56309.51,281547.55
456,2190,287,2,42069.13,84138.26
457,97,257,5,15383.71,76918.55
458,3560,8,4,28214.67,112858.68
459,3371,269,4,22906.5,91626.0
460,1714,58,3,34093.87,102281.61
461,3842,157,2,54516.78,109033.56
462,1968,93,5,1227.02,6135.1
463,8518,66,3,46618.94,139856.82
464,5586,209,4,40501.29,162005.16
465,1435,1,5,31120.3,155601.5
466,6041,171,2,56309.51,112619.02
467,5814,128,1,44278.3,44278.3
468,7359,103,5,30679.89,153399.45
469,1330,255,4,45714.89,182859.56
470,5565,121,5,27330.49,136652.45
471,4412,78,1,34920.85,34920.85
472,8963,125,3,7386.64,22159.92
473,915,135,2,33626.91,67253.82
474,8815,126,2,9076.48,18152.96
475,3466,75,1,41073.22,41073.22
476,3513,132,5,10298.46,51492.3
477,4767,138,5,31967.69,159838.45
478,1949,108,3,42701.94,128105.82
479,7275,210,3,35911.2,107733.6
480,7376,193,1,9111.71,9111.71
481,8508,147,1,21887.9,21887.9
482,8214,109,4,34769.51,139078.04
483,8908,63,1,42294.73,42294.73
484,8340,32,4,25015.0,100060.0
485,7333,93,5,1227.02,6135.1
486,3833,92,5,55814.62,279073.1
487,1590,23,5,6354.17,31770.85
488,8697,208,4,52949.87,211799.48
489,7019,65,5,21666.18,108330.9
490,1978,273,5,41092.27,205461.35
491,5953,68,2,46612.18,93224.36
493,3167,162,5,10996.88,54984.4
494,2138,225,4,48013.68,192054.72
495,8830,297,4,6080.72,24322.88
496,3989,219,2,61911.87,123823.74
497,8724,82,1,26910.25,26910.25
498,3085,86,4,39790.59,159162.36
499,8796,80,4,34745.44,138981.76
500,4544,147,4,21887.9,87551.6
501,3563,103,5,30679.89,153399.45
502,4388,251,5,29682.43,148412.15
503,3346,195,2,48432.64,96865.28
504,193,161,3,51331.75,153995.25
505,6062,99,3,30565.96,91697.88
506,1172,261,1,1687.23,1687.23
507,2590,132,3,10298.46,30895.38
508,5539,102,4,34264.15,137056.6
509,7397,297,3,6080.72,18242.16
510,4250,219,3,61911.87,185735.61
511,1116,239,2,10785.0,21570.0
512,6785,1,3,31120.3,93360.9
513,5577,73,5,20804.57,104022.85
514,7344,144,4,36981.76,147927.04
515,6511,278,3,20136.62,60409.86
516,4511,135,1,33626.91,33626.91
517,7888,80,5,34745.44,173727.2
518,7040,161,4,51331.75,205327.0
519,2342,95,2,50917.35,101834.7
520,5931,282,3,34387.39,103162.17
521,8125,9,1,13201.39,13201.39
522,5089,245,1,22621.87,22621.87
523,4920,269,5,22906.5,114532.5
524,3789,85,2,32079.16,64158.32
525,2257,77,2,9498.37,18996.74
526,1196,188,3,21946.97,65840.91
527,7901,82,4,26910.25,107641.0
528,8722,199,4,7484.1,29936.4
529,8231,174,1,31885.49,31885.49
530,6500,39,4,38562.37,154249.48
531,79,136,3,35114.72,105344.16
532,5749,6,5,53260.3,266301.5
533,8022,29,4,47549.52,190198.08
534,4052,30,3,35179.48,105538.44
535,5262,7,4,33627.25,134509.0
536,2927,169,5,3794.41,18972.05
537,3980,110,1,18912.97,18912.97
538,3901,44,5,61503.72,307518.6
539,686,11,3,42790.14,128370.42
540,6087,43,2,37918.14,75836.28
541,3119,82,5,26910.25,134551.25
542,2849,11,3,42790.14,128370.42
543,8672,157,5,54516.78,272583.9
544,3241,136,5,35114.72,175573.6
545,368,94,2,12613.03,25226.06
546,6763,228,4,38763.43,155053.72
547,7084,133,5,9015.34,45076.7
548,5664,72,3,38766.17,116298.51
549,4260,252,4,49362.17,197448.68
550,384,286,4,17563.23,70252.92
551,3031,134,3,48040.39,144121.17
552,5701,253,1,38152.42,38152.42
553,4040,92,2,55814.62,111629.24
554,3357,295,4,53762.08,215048.32
555,2473,13,1,10970.08,10970.08
556,7221,300,2,42933.71,85867.42
557,6089,137,1,19274.9,19274.9
558,3601,35,5,14955.6,74778.0
559,2882,14,5,34182.93,170914.65
560,6303,47,5,627.42,3137.1
561,5278,151,3,29813.2,89439.6
562,7442,49,2,25641.62,51283.24
563,8165,188,5,21946.97,109734.85
564,3207,142,3,8391.14,25173.42
565,4931,180,3,18251.89,54755.67
566,7287,54,4,35431.72,141726.88
567,5323,294,5,38226.27,191131.35
568,3747,69,3,42541.0,127623.0
569,4364,202,4,3239.21,12956.84
570,4103,220,4,10954.5,43818.0
571,1721,285,1,2044.46,2044.46
572,3955,32,1,25015.0,25015.0
573,6160,169,5,3794.41,18972.05
574,1231,104,4,36770.58,147082.32
575,1301,277,1,47206.05,47206.05
576,2718,211,4,17304.89,69219.56
577,1094,217,2,35429.68,70859.36
578,2926,194,5,22730.08,113650.4
579,3316,144,2,36981.76,73963.52
580,6974,300,1,42933.71,42933.71
581,5683,232,5,395.26,1976.3
582,7348,43,5,37918.14,189590.7
583,66,191,5,39203.86,196019.3
584,4514,143,3,39359.32,118077.96
585,233,77,4,9498.37,37993.48
586,3844,85,2,32079.16,64158.32
587,3515,196,1,45536.49,45536.49
588,3072,284,1,29230.28,29230.28
589,4510,258,2,37919.4,75838.8
590,8709,110,3,18912.97,56738.91
591,5984,94,3,12613.03,37839.09
592,8643,77,4,9498.37,37993.48
593,7192,245,4,22621.87,90487.48
594,4460,295,5,53762.08,268810.4
595,738,293,5,9827.68,49138.4
596,919,8,1,28214.67,28214.67
597,6108,242,4,56080.34,224321.36
598,5832,46,3,43463.52,130390.56
599,5213,12,2,8420.54,16841.08
600,1293,194,1,22730.08,22730.08
601,2653,229,2,16381.21,32762.42
602,6760,271,4,19429.66,77718.64
603,6539,153,5,20485.98,102429.9
604,4152,142,1,8391.14,8391.14
605,1828,118,1,4468.27,4468.27
606,7706,195,5,48432.64,242163.2
607,2282,107,3,7269.77,21809.31
608,8059,137,3,19274.9,57824.7
609,6169,74,5,27457.59,137287.95
610,5467,284,1,29230.28,29230.28
611,7693,127,1,57796.05,57796.05
612,6958,225,2,48013.68,96027.36
613,5910,17,5,37431.18,187155.9
614,5245,209,1,40501.29,40501.29
615,7293,127,3,57796.05,173388.15
616,5791,300,2,42933.71,85867.42
617,8090,105,4,58190.51,232762.04
618,2378,171,3,56309.51,168928.53
619,306,223,4,33348.07,133392.28
620,4200,111,5,34503.51,172517.55
621,6354,179,5,37353.14,186765.7
622,2716,171,4,56309.51,225238.04
623,2819,101,1,34126.82,34126.82
624,592,155,4,44198.92,176795.68
625,8783,94,5,12613.03,63065.15
626,456,77,1,9498.37,9498.37
627,2521,68,4,46612.18,186448.72
628,4695,123,2,9737.55,19475.1
629,7476,293,5,9827.68,49138.4
630,3342,29,3,47549.52,142648.56
631,6124,13,2,10970.08,21940.16
632,6036,280,2,45554.27,91108.54
633,1408,22,1,202.65,202.65
634,7476,262,5,23825.31,119126.55
635,5631,73,5,20804.57,104022.85
636,1518,230,5,51770.71,258853.55
637,4304,6,4,53260.3,213041.2
638,3046,246,2,45837.56,91675.12
639,6743,103,3,30679.89,92039.67
640,3240,247,3,40870.53,122611.59
641,8903,111,3,34503.51,103510.53
642,346,186,5,52248.71,261243.55
643,8369,198,2,37882.84,75765.68
644,8559,169,4,3794.41,15177.64
645,3372,265,5,32937.05,164685.25
646,6859,258,5,37919.4,189597.0
647,2479,35,1,14955.6,14955.6
648,5868,290,1,16820.98,16820.98
649,6906,264,4,50430.88,201723.52
650,5385,145,5,14158.9,70794.5
651,2798,237,2,41107.7,82215.4
652,358,220,4,10954.5,43818.0
653,2636,16,3,29553.2,88659.6
654,5470,2,1,1877.68,1877.68
655,3981,75,3,41073.22,123219.66
656,4215,97,2,22842.95,45685.9
657,7010,160,4,3706.59,14826.36
658,6778,238,4,55809.87,223239.48
659,5690,35,3,14955.6,44866.8
660,2356,85,3,32079.16,96237.48
661,5470,142,1,8391.14,8391.14
662,1429,41,5,26159.39,130796.95
663,5467,31,4,36260.83,145043.32
664,5646,205,4,4390.08,17560.32
665,2893,215,5,39321.82,196609.1
666,5985,156,5,332.99,1664.95
667,1975,6,1,53260.3,53260.3
668,5955,111,1,34503.51,34503.51
669,2141,223,5,33348.07,166740.35
670,468,242,3,56080.34,168241.02
671,387,73,5,20804.57,104022.85
672,3020,291,5,39982.62,199913.1
673,5956,157,2,54516.78,109033.56
674,6702,34,4,39477.09,157908.36
675,957,233,4,23869.09,95476.36
676,4172,115,5,50074.55,250372.75
677,8050,160,2,3706.59,7413.18
678,6675,33,3,27989.81,83969.43
679,6612,90,1,8058.36,8058.36
680,3129,17,1,37431.18,37431.18
681,2018,106,5,32441.89,162209.45
682,769,295,2,53762.08,107524.16
683,4502,28,3,3118.64,9355.92
684,3514,6,3,53260.3,159780.9
685,955,277,4,47206.05,188824.2
686,8014,173,1,45421.88,45421.88
687,7660,207,4,16173.49,64693.96
688,4790,270,2,27078.98,54157.96
689,2227,179,3,37353.14,112059.42
690,5643,145,4,14158.9,56635.6
691,1238,100,2,38514.93,77029.86
692,4957,104,3,36770.58,110311.74
693,5849,165,5,48697.29,243486.45
694,4998,180,1,18251.89,18251.89
695,5976,33,2,27989.81,55979.62
696,2550,68,4,46612.18,186448.72
697,4113,24,5,2956.74,14783.7
698,7140,46,4,43463.52,173854.08
699,2534,180,3,18251.89,54755.67
700,7650,169,2,3794.41,7588.82
701,1966,253,3,38152.42,114457.26
702,2780,72,4,38766.17,155064.68
703,6657,3,2,41103.34,82206.68
704,1988,186,5,52248.71,261243.55
705,5311,290,5,16820.98,84104.9
706,1813,125,2,7386.64,14773.28
707,499,170,1,51011.38,51011.38
708,1811,152,1,50000.33,50000.33
709,7385,224,4,19882.36,79529.44
710,6531,234,2,45121.33,90242.66
711,6307,134,3,48040.39,144121.17
712,1397,227,4,8722.38,34889.52
713,8256,165,3,48697.29,146091.87
714,1778,245,4,22621.87,90487.48
715,4020,104,2,36770.58,73541.16
716,7700,64,1,12375.29,12375.29
717,7220,98,4,7955.4,31821.6
718,3484,147,4,21887.9,87551.6
719,4876,10,4,35044.37,140177.48
720,7333,118,2,4468.27,8936.54
721,5162,20,1,37320.91,37320.91
722,4936,295,5,53762.08,268810.4
723,3319,232,2,395.26,790.52
724,5009,100,4,38514.93,154059.72
725,6099,120,2,42741.05,85482.1
726,8434,235,3,5741.54,17224.62
727,7257,128,2,44278.3,88556.6
728,1349,14,3,34182.93,102548.79
729,1192,273,3,41092.27,123276.81
730,3826,86,1,39790.59,39790.59
731,5618,51,1,19130.17,19130.17
732,6708,46,5,43463.52,217317.6
733,6141,197,5,40801.51,204007.55
734,4966,84,3,39008.83,117026.49
735,5955,283,3,44359.4,133078.2
736,425,169,2,3794.41,7588.82
737,4088,195,3,48432.64,145297.92
738,1424,285,3,2044.46,6133.38
739,1518,120,4,42741.05,170964.2
740,4548,181,4,38918.0,155672.0
741,4496,275,2,21575.3,43150.6
